pgID	interpChr	interpOrd	og	repGene	genome	chr	start	end	hap1	salicifolius	hap2
3099	X	2387	7577	NChap1_final_00002387	hap1	X	60464245	60466375	NChap1_final_00002387	R_salicifolius_00023834	NChap2_final_00023504
3103	X	2390	17281	NChap1_final_00002390	hap1	X	60564553	60567355	NChap1_final_00002390	R_salicifolius_00023836	
3104	X	2391	7641	NChap1_final_00002391	hap1	X	60573920	60577034	NChap1_final_00002391	R_salicifolius_00023837	NChap2_final_00023501
3108	X	2393	7614	NChap1_final_00002393	hap1	X	60662860	60664069	NChap1_final_00002393	R_salicifolius_00023843	NChap2_final_00023500
3109	X	2394	7623	NChap1_final_00002394	hap1	X	60663304	60667680	NChap1_final_00002394	R_salicifolius_00023844	NChap2_final_00023499
3114	X	2395	7673	NChap1_final_00002395	hap1	X	60778834	60780893	NChap1_final_00002395	R_salicifolius_00023847	NChap2_final_00023496
3115	X	2396	7474	NChap1_final_00002396	hap1	X	60780274	60781673	NChap1_final_00002396	R_salicifolius_00023848	NChap2_final_00023495
3118	X	2400	7970	NChap1_final_00002400	hap1	X	60875847	60878674	NChap1_final_00002400	R_salicifolius_00023849	NChap2_final_00023494
3119	X	2401	7977	NChap1_final_00002401	hap1	X	60919835	60924359	NChap1_final_00002401	R_salicifolius_00023850	NChap2_final_00023493
3129	X	2406	8057	NChap1_final_00002406	hap1	X	61104698	61107038	NChap1_final_00002406	R_salicifolius_00023851	NChap2_final_00023486
3132	X	2407	8042	NChap1_final_00002407	hap1	X	61151229	61155532	NChap1_final_00002407	R_salicifolius_00023854	NChap2_final_00023485
3135	X	2408	8048	NChap1_final_00002408	hap1	X	61174660	61180072	NChap1_final_00002408	R_salicifolius_00023857	NChap2_final_00023484
3144	X	2415	7771	NChap1_final_00002415	hap1	X	61341503	61343464	NChap1_final_00002415	R_salicifolius_00023858	NChap2_final_00023479
3171	X	2425	17292	NChap1_final_00002425	hap1	X	62547392	62556124	NChap1_final_00002425	R_salicifolius_00023875	
3175	X	2427	17288	NChap1_final_00002427	hap1	X	62624682	62626185	NChap1_final_00002427	R_salicifolius_00023878	
3177	X	2428	8018	NChap1_final_00002428	hap1	X	62626912	62631118	NChap1_final_00002428	R_salicifolius_00023879	NChap2_final_00023453
3181	X	2429	7879	NChap1_final_00002429	hap1	X	63041981	63043750	NChap1_final_00002429	R_salicifolius_00023880	NChap2_final_00023449
3182	X	2430	7884	NChap1_final_00002430	hap1	X	63043663	63044890	NChap1_final_00002430	R_salicifolius_00023881	NChap2_final_00023448
3183	X	2432	7866	NChap1_final_00002432	hap1	X	63198730	63201687	NChap1_final_00002432	R_salicifolius_00023882	NChap2_final_00023447
3200	X	2445	8134	NChap1_final_00002445	hap1	X	63834001	63837407	NChap1_final_00002445	R_salicifolius_00023889	NChap2_final_00023437
3203	X	2447	8139	NChap1_final_00002447	hap1	X	63875932	63878967	NChap1_final_00002447	R_salicifolius_00023895	NChap2_final_00023436
3207	X	2449	8372	NChap1_final_00002449	hap1	X	63890107	63894222	NChap1_final_00002449	R_salicifolius_00023894	NChap2_final_00023434
3208	X	2450	8384	NChap1_final_00002450	hap1	X	63895173	63898032	NChap1_final_00002450	R_salicifolius_00023893	NChap2_final_00023433
3230	X	2465	7994	NChap1_final_00002465	hap1	X	64491900	64494935	NChap1_final_00002465	R_salicifolius_00023900	NChap2_final_00023418
3271	X	2497	8256	NChap1_final_00002497	hap1	X	66912111	66914046	NChap1_final_00002497	R_salicifolius_00023905	NChap2_final_00023399
3273	X	2498	17295	NChap1_final_00002498	hap1	X	66988615	66991332	NChap1_final_00002498	R_salicifolius_00023906	
3277	X	2500.33333333333	18369	R_salicifolius_00023907	salicifolius	ScaOOZI_6_HRSCAF_9	52774239	52778298		R_salicifolius_00023907	NChap2_final_00023395
3279	X	2501.66666666667	18368	R_salicifolius_00023908	salicifolius	ScaOOZI_6_HRSCAF_9	52775621	52784067		R_salicifolius_00023908	NChap2_final_00023394
3285	X	2506	8763	NChap1_final_00002506	hap1	X	67206668	67219233	NChap1_final_00002506	R_salicifolius_00023911	NChap2_final_00023392
3289	X	2508	8295	NChap1_final_00002508	hap1	X	67339634	67341973	NChap1_final_00002508	R_salicifolius_00023914	NChap2_final_00023383
3292	X	2509	8299	NChap1_final_00002509	hap1	X	67341414	67345929	NChap1_final_00002509	R_salicifolius_00023913	NChap2_final_00023382
3300	X	2511	8639	NChap1_final_00002511	hap1	X	67500587	67501262	NChap1_final_00002511	R_salicifolius_00023930	NChap2_final_00023380
3305	X	2516	8650	NChap1_final_00002516	hap1	X	67648515	67650937	NChap1_final_00002516	R_salicifolius_00023933	NChap2_final_00023378
3309	X	2519	8288	NChap1_final_00002519	hap1	X	68157324	68159399	NChap1_final_00002519	R_salicifolius_00023932	NChap2_final_00023375
3314	X	2522	8526	NChap1_final_00002522	hap1	X	68532564	68534374	NChap1_final_00002522	R_salicifolius_00023934	NChap2_final_00023371
3323	X	2530	9371	NChap1_final_00002530	hap1	X	68851734	68856869	NChap1_final_00002530	R_salicifolius_00023936	NChap2_final_00023367
3324	X	2532	8466	NChap1_final_00002532	hap1	X	68884468	68887764	NChap1_final_00002532	R_salicifolius_00023937	NChap2_final_00023366
3329	X	2536	8542	NChap1_final_00002536	hap1	X	69179568	69185199	NChap1_final_00002536	R_salicifolius_00023938	NChap2_final_00023364
3344	X	2546	9385	NChap1_final_00002546	hap1	X	70089732	70094480	NChap1_final_00002546	R_salicifolius_00023940	NChap2_final_00023352
3348	X	2550	9387	NChap1_final_00002550	hap1	X	70134395	70138328	NChap1_final_00002550	R_salicifolius_00023941	NChap2_final_00023350
3354	X	2558	8396	NChap1_final_00002558	hap1	X	70301550	70303655	NChap1_final_00002558	R_salicifolius_00023946	NChap2_final_00023348
3361	X	2562	8582	NChap1_final_00002562	hap1	X	70436045	70439844	NChap1_final_00002562	R_salicifolius_00023949	NChap2_final_00023343
3364	X	2565	8656	NChap1_final_00002565	hap1	X	70489031	70494324	NChap1_final_00002565	R_salicifolius_00023950	NChap2_final_00023341
3368	X	2569	8579	NChap1_final_00002569	hap1	X	70605729	70607392	NChap1_final_00002569	R_salicifolius_00023951	NChap2_final_00023339
3370	X	2570	8909	NChap1_final_00002570	hap1	X	70732934	70745766	NChap1_final_00002570	R_salicifolius_00023954	NChap2_final_00023338
3371	X	2571	8927	NChap1_final_00002571	hap1	X	70746215	70748273	NChap1_final_00002571	R_salicifolius_00023955	NChap2_final_00023337
3379	X	2577	9074	NChap1_final_00002577	hap1	X	70796740	70805252	NChap1_final_00002577	R_salicifolius_00023958	NChap2_final_00023336
3381	X	2580	9082	NChap1_final_00002580	hap1	X	70859904	70862534	NChap1_final_00002580	R_salicifolius_00023959	NChap2_final_00023334
3388	X	2585	9381	NChap1_final_00002585	hap1	X	71209762	71211794	NChap1_final_00002585	R_salicifolius_00023963	NChap2_final_00023331
3394	X	2589	9380	NChap1_final_00002589	hap1	X	71271886	71273285	NChap1_final_00002589	R_salicifolius_00023968	NChap2_final_00023328
3395	X	2590	9382	NChap1_final_00002590	hap1	X	71273006	71280063	NChap1_final_00002590	R_salicifolius_00023969	NChap2_final_00023327
3397	X	2591	8602	NChap1_final_00002591	hap1	X	71495989	71500562	NChap1_final_00002591	R_salicifolius_00023970	NChap2_final_00023324
3399	X	2593	8509	NChap1_final_00002593	hap1	X	71582415	71586390	NChap1_final_00002593	R_salicifolius_00023971	NChap2_final_00023323
3407	X	2596	17315	NChap1_final_00002596	hap1	X	72003357	72006548	NChap1_final_00002596	R_salicifolius_00023973	
3411	X	2597.28571428571	18374	R_salicifolius_00023975	salicifolius	ScaOOZI_6_HRSCAF_9	54068266	54072510		R_salicifolius_00023975	NChap2_final_00023317
3412	X	2598	9173	NChap1_final_00002598	hap1	X	72160214	72163322	NChap1_final_00002598	R_salicifolius_00023976	NChap2_final_00023316
3418	X	2601	8665	NChap1_final_00002601	hap1	X	72267748	72271599	NChap1_final_00002601	R_salicifolius_00023980	NChap2_final_00023314
3429	X	2608	9215	NChap1_final_00002608	hap1	X	72470453	72473411	NChap1_final_00002608	R_salicifolius_00023983	NChap2_final_00023309
3436	X	2615	9246	NChap1_final_00002615	hap1	X	72505244	72514770	NChap1_final_00002615	R_salicifolius_00023984	NChap2_final_00023306
3437	X	2616	9257	NChap1_final_00002616	hap1	X	72567629	72570379	NChap1_final_00002616	R_salicifolius_00023985	NChap2_final_00023305
3439	X	2618	17335	NChap1_final_00002618	hap1	X	72768669	72770646	NChap1_final_00002618	R_salicifolius_00023986	
3440	X	2619	8819	NChap1_final_00002619	hap1	X	72771306	72776328	NChap1_final_00002619	R_salicifolius_00023987	NChap2_final_00023303
3444	X	2621	8716	NChap1_final_00002621	hap1	X	72901917	72905031	NChap1_final_00002621	R_salicifolius_00023989	NChap2_final_00023298
3446	X	2622	8869	NChap1_final_00002622	hap1	X	73189712	73192917	NChap1_final_00002622	R_salicifolius_00023991	NChap2_final_00019993
3457	X	2627	8835	NChap1_final_00002627	hap1	X	73330922	73386482	NChap1_final_00002627	R_salicifolius_00023994	NChap2_final_00020002
3461	X	2629	8966	NChap1_final_00002629	hap1	X	73440806	73443932	NChap1_final_00002629	R_salicifolius_00023997	NChap2_final_00020004
3464	X	2632	9007	NChap1_final_00002632	hap1	X	73529176	73532009	NChap1_final_00002632	R_salicifolius_00023998	NChap2_final_00020006
3473	X	2636	9196	NChap1_final_00002636	hap1	X	73889075	73892731	NChap1_final_00002636	R_salicifolius_00024001	NChap2_final_00020014
3476	X	2638	9191	NChap1_final_00002638	hap1	X	73903088	73904243	NChap1_final_00002638	R_salicifolius_00024003	NChap2_final_00020016
3477	X	2639	8799	NChap1_final_00002639	hap1	X	74152205	74156220	NChap1_final_00002639	R_salicifolius_00024004	NChap2_final_00020017
3486	X	2647	9144	NChap1_final_00002647	hap1	X	74686938	74688431	NChap1_final_00002647	R_salicifolius_00024005	NChap2_final_00021977
3487	X	2648	8825	NChap1_final_00002648	hap1	X	74688954	74692045	NChap1_final_00002648	R_salicifolius_00024006	NChap2_final_00021976
3495	X	2651	9178	NChap1_final_00002651	hap1	X	75102778	75107605	NChap1_final_00002651	R_salicifolius_00024008	NChap2_final_00021971
3502	X	2658	9026	NChap1_final_00002658	hap1	X	75379750	75381461	NChap1_final_00002658	R_salicifolius_00024009	NChap2_final_00021969
3503	X	2659	9349	NChap1_final_00002659	hap1	X	75381232	75385209	NChap1_final_00002659	R_salicifolius_00024010	NChap2_final_00021968
3511	X	2666	8950	NChap1_final_00002666	hap1	X	75991613	75994020	NChap1_final_00002666	R_salicifolius_00024013	NChap2_final_00021959
3512	X	2667	8957	NChap1_final_00002667	hap1	X	75994446	75998607	NChap1_final_00002667	R_salicifolius_00024014	NChap2_final_00021958
3524	X	2673	17354	NChap1_final_00002673	hap1	X	76940780	76942092	NChap1_final_00002673	R_salicifolius_00024019	
3537	X	2684	9368	NChap1_final_00002684	hap1	X	77324479	77327412	NChap1_final_00002684	R_salicifolius_00024020	NChap2_final_00022050
3539	X	2685	9305	NChap1_final_00002685	hap1	X	77404852	77407188	NChap1_final_00002685	R_salicifolius_00024021	NChap2_final_00022051
3546	X	2688	9335	NChap1_final_00002688	hap1	X	77547846	77549185	NChap1_final_00002688	R_salicifolius_00024026	NChap2_final_00022056
3550	X	2691	9366	NChap1_final_00002691	hap1	X	77612201	77616509	NChap1_final_00002691	R_salicifolius_00024025	NChap2_final_00022057
3556	X	2695	9399	NChap1_final_00002695	hap1	X	77884646	77887427	NChap1_final_00002695	R_salicifolius_00024028	NChap2_final_00022041
3563	X	2697	9376	NChap1_final_00002697	hap1	X	77934745	77937109	NChap1_final_00002697	R_salicifolius_00024032	NChap2_final_00022036
3565	X	2698	9388	NChap1_final_00002698	hap1	X	77987781	77994021	NChap1_final_00002698	R_salicifolius_00024034	NChap2_final_00022035
3566	X	2699	9389	NChap1_final_00002699	hap1	X	77994672	77996100	NChap1_final_00002699	R_salicifolius_00024035	NChap2_final_00022034
3570	X	2702	9374	NChap1_final_00002702	hap1	X	78160677	78161616	NChap1_final_00002702	R_salicifolius_00024038	NChap2_final_00022032
3578	X	2708	9412	NChap1_final_00002708	hap1	X	78430943	78433469	NChap1_final_00002708	R_salicifolius_00024040	NChap2_final_00022028
3592	X	2716	9369	NChap1_final_00002716	hap1	X	78923238	78924452	NChap1_final_00002716	R_salicifolius_00024042	NChap2_final_00022019
3607	X	2725	9395	NChap1_final_00002725	hap1	X	79897847	79899249	NChap1_final_00002725	R_salicifolius_00024045	NChap2_final_00022011
3608	X	2726	9394	NChap1_final_00002726	hap1	X	79960176	79966569	NChap1_final_00002726	R_salicifolius_00024046	NChap2_final_00022010
3611	X	2728	9391	NChap1_final_00002728	hap1	X	80319973	80327731	NChap1_final_00002728	R_salicifolius_00024047	NChap2_final_00022007
3626	X	2734	9384	NChap1_final_00002734	hap1	X	81285443	81287424	NChap1_final_00002734	R_salicifolius_00024050	NChap2_final_00021997
3630	X	2737	17363	NChap1_final_00002737	hap1	X	82479614	82480609	NChap1_final_00002737	R_salicifolius_00024052	
3652	X	2758	9402	NChap1_final_00002758	hap1	X	83660987	83662238	NChap1_final_00002758	R_salicifolius_00021895	NChap2_final_00022761
3683	X	2786	9535	NChap1_final_00002786	hap1	X	84638172	84645475	NChap1_final_00002786	R_salicifolius_00021893	NChap2_final_00022318
3684	X	2787	9416	NChap1_final_00002787	hap1	X	84691982	84695004	NChap1_final_00002787	R_salicifolius_00021892	NChap2_final_00022317
3690	X	2791	9417	NChap1_final_00002791	hap1	X	84782078	84786192	NChap1_final_00002791	R_salicifolius_00021890	NChap2_final_00022314
3700	X	2799	9427	NChap1_final_00002799	hap1	X	84885268	84892808	NChap1_final_00002799	R_salicifolius_00021888	NChap2_final_00022304
3709	X	2804	9441	NChap1_final_00002804	hap1	X	85013427	85018788	NChap1_final_00002804	R_salicifolius_00021863	NChap2_final_00022302
3711	X	2805	9444	NChap1_final_00002805	hap1	X	85019505	85024331	NChap1_final_00002805	R_salicifolius_00021862	NChap2_final_00022300
3714	X	2808	9442	NChap1_final_00002808	hap1	X	85080793	85083132	NChap1_final_00002808	R_salicifolius_00021860	NChap2_final_00022299
3716	X	2810	9409	NChap1_final_00002810	hap1	X	85096274	85100583	NChap1_final_00002810	R_salicifolius_00021879	NChap2_final_00022297
3719	X	2811	17366	NChap1_final_00002811	hap1	X	85349711	85351959	NChap1_final_00002811	R_salicifolius_00021880	
3729	X	2814	9413	NChap1_final_00002814	hap1	X	85598799	85606844	NChap1_final_00002814	R_salicifolius_00021886	NChap2_final_00022287
3730	X	2815	9407	NChap1_final_00002815	hap1	X	85749844	85752641	NChap1_final_00002815	R_salicifolius_00021864	NChap2_final_00022271
3745	X	2824	9415	NChap1_final_00002824	hap1	X	86215229	86218433	NChap1_final_00002824	R_salicifolius_00021865	NChap2_final_00022284
3747	X	2826	17365	NChap1_final_00002826	hap1	X	86321333	86327602	NChap1_final_00002826	R_salicifolius_00021866	
3751	X	2829	9423	NChap1_final_00002829	hap1	X	86954630	86956186	NChap1_final_00002829	R_salicifolius_00021870	NChap2_final_00022432
3752	X	2830	9424	NChap1_final_00002830	hap1	X	86966530	86970327	NChap1_final_00002830	R_salicifolius_00021869	NChap2_final_00022433
3755	X	2833	9929	NChap1_final_00002833	hap1	X	87306536	87309386	NChap1_final_00002833	R_salicifolius_00021871	NChap2_final_00022441
3756	X	2834	9906	NChap1_final_00002834	hap1	X	87334815	87346979	NChap1_final_00002834	R_salicifolius_00021872	NChap2_final_00022442
3760	X	2840	9429	NChap1_final_00002840	hap1	X	87738754	87746200	NChap1_final_00002840	R_salicifolius_00021873	NChap2_final_00019922
3765	X	2845	9437	NChap1_final_00002845	hap1	X	87970164	87973530	NChap1_final_00002845	R_salicifolius_00021874	NChap2_final_00019918
3773	X	2850	17367	NChap1_final_00002850	hap1	X	88111523	88116378	NChap1_final_00002850	R_salicifolius_00021878	
3774	X	2851	17368	NChap1_final_00002851	hap1	X	88209082	88212618	NChap1_final_00002851	R_salicifolius_00021433	
3777	X	2854	17369	NChap1_final_00002854	hap1	X	88361543	88368249	NChap1_final_00002854	R_salicifolius_00021434	
3779	X	2855	9421	NChap1_final_00002855	hap1	X	88431623	88433343	NChap1_final_00002855	R_salicifolius_00021435	NChap2_final_00019445
3808	X	2869	9445	NChap1_final_00002869	hap1	X	89198334	89200487	NChap1_final_00002869	R_salicifolius_00021446	NChap2_final_00019459
3809	X	2870	17375	NChap1_final_00002870	hap1	X	89212193	89214406	NChap1_final_00002870	R_salicifolius_00021447	
3810	X	2871	9446	NChap1_final_00002871	hap1	X	89228422	89231003	NChap1_final_00002871	R_salicifolius_00021448	NChap2_final_00019460
3813	X	2872	17376	NChap1_final_00002872	hap1	X	89285136	89287914	NChap1_final_00002872	R_salicifolius_00021451	
3846	X	2898	17370	NChap1_final_00002898	hap1	X	90376631	90385646	NChap1_final_00002898	R_salicifolius_00021469	
3860	X	2910	9782	NChap1_final_00002910	hap1	X	91820499	91827563	NChap1_final_00002910	R_salicifolius_00021477	NChap2_final_00019947
3871	X	2914	10010	NChap1_final_00002914	hap1	X	92034522	92042643	NChap1_final_00002914	R_salicifolius_00021481	NChap2_final_00019955
3892	X	2928	10124	NChap1_final_00002928	hap1	X	92551781	92554560	NChap1_final_00002928	R_salicifolius_00021484	NChap2_final_00019977
3898	X	2931	10141	NChap1_final_00002931	hap1	X	92566859	92576181	NChap1_final_00002931	R_salicifolius_00021489	NChap2_final_00019974
3906	X	2935	9595	NChap1_final_00002935	hap1	X	92698827	92702122	NChap1_final_00002935	R_salicifolius_00021490	NChap2_final_00019981
3926	X	2956	9708	NChap1_final_00002956	hap1	X	93897430	93902738	NChap1_final_00002956	R_salicifolius_00021507	NChap2_final_00022379
3935	X	2963	10216	NChap1_final_00002963	hap1	X	94143537	94150256	NChap1_final_00002963	R_salicifolius_00021509	NChap2_final_00022372
3946	X	2969	9757	NChap1_final_00002969	hap1	X	94328935	94330281	NChap1_final_00002969	R_salicifolius_00021512	NChap2_final_00022363
3958	X	2972.42857142857	17400	NChap1_final_00002966	hap1	X	94302778	94307196	NChap1_final_00002966	R_salicifolius_00021515	
4005	X	3002	10953	NChap1_final_00003002	hap1	X	96147176	96157169	NChap1_final_00003002	R_salicifolius_00021530	NChap2_final_00022385
4008	X	3005	11393	NChap1_final_00003005	hap1	X	96208214	96215481	NChap1_final_00003005	R_salicifolius_00021531	NChap2_final_00022387
4013	X	3009	11390	NChap1_final_00003009	hap1	X	96268421	96271580	NChap1_final_00003009	R_salicifolius_00021534	NChap2_final_00022389
4016	X	3010	11397	NChap1_final_00003010	hap1	X	96283068	96285433	NChap1_final_00003010	R_salicifolius_00021535	NChap2_final_00022388
4038	X	3020	10933	NChap1_final_00003020	hap1	X	96631479	96645148	NChap1_final_00003020	R_salicifolius_00021539	NChap2_final_00022406
4064	X	3036	10635	NChap1_final_00003036	hap1	X	97207902	97213129	NChap1_final_00003036	R_salicifolius_00021546	NChap2_final_00022425
4070	X	3039	17442	NChap1_final_00003039	hap1	X	97359502	97360694	NChap1_final_00003039	R_salicifolius_00021550	
4102	X	3065	17455	NChap1_final_00003065	hap1	X	98169631	98172123	NChap1_final_00003065	R_salicifolius_00021571	NChap2_final_00022485
4106	X	3067	17447	NChap1_final_00003067	hap1	X	98193486	98196893	NChap1_final_00003067	R_salicifolius_00021570	NChap2_final_00022484
4109	X	3070	17438	NChap1_final_00003070	hap1	X	98291057	98292301	NChap1_final_00003070	R_salicifolius_00021569	
4111	X	3072	17441	NChap1_final_00003072	hap1	X	98625240	98627757	NChap1_final_00003072	R_salicifolius_00021572	
4112	X	3073	10276	NChap1_final_00003073	hap1	X	98662270	98663619	NChap1_final_00003073	R_salicifolius_00021573	NChap2_final_00022893
4118	X	3078	10598	NChap1_final_00003078	hap1	X	98785753	98788332	NChap1_final_00003078	R_salicifolius_00021575	NChap2_final_00022892
4135	X	3090	10549	NChap1_final_00003090	hap1	X	99069877	99072657	NChap1_final_00003090	R_salicifolius_00021579	NChap2_final_00022880
4136	X	3091	10570	NChap1_final_00003091	hap1	X	99073067	99075232	NChap1_final_00003091	R_salicifolius_00021580	NChap2_final_00022879
4139	X	3094	10772	NChap1_final_00003094	hap1	X	99102129	99105999	NChap1_final_00003094	R_salicifolius_00021581	NChap2_final_00022878
4140	X	3095	10782	NChap1_final_00003095	hap1	X	99116812	99119389	NChap1_final_00003095	R_salicifolius_00021582	NChap2_final_00022877
4164	X	3123	17513	NChap1_final_00003123	hap1	X	99916442	99918417	NChap1_final_00003123	R_salicifolius_00019114	
4165	X	3124	17514	NChap1_final_00003124	hap1	X	99933041	99936120	NChap1_final_00003124	R_salicifolius_00019115	
4166	X	3125	17511	NChap1_final_00003125	hap1	X	99946372	99959567	NChap1_final_00003125	R_salicifolius_00019116	
4169	X	3128	17448	NChap1_final_00003128	hap1	X	99998462	100001198	NChap1_final_00003128	R_salicifolius_00019119	
4177	X	3131	17483	NChap1_final_00003131	hap1	X	100125170	100127755	NChap1_final_00003131	R_salicifolius_00019128	
4183	X	3135	17470	NChap1_final_00003135	hap1	X	100281692	100284640	NChap1_final_00003135	R_salicifolius_00019133	
4184	X	3136	17478	NChap1_final_00003136	hap1	X	100301059	100302546	NChap1_final_00003136	R_salicifolius_00019134	
4191	X	3140	17480	NChap1_final_00003140	hap1	X	100400229	100405342	NChap1_final_00003140	R_salicifolius_00019140	
4206	X	3155	17542	NChap1_final_00003155	hap1	X	100811095	100815233	NChap1_final_00003155	R_salicifolius_00019604	
4211	X	3158	17544	NChap1_final_00003158	hap1	X	100850578	100851917	NChap1_final_00003158	R_salicifolius_00019608	
4228	X	3173	17508	NChap1_final_00003173	hap1	X	101174884	101176778	NChap1_final_00003173	R_salicifolius_00019660	
4229	X	3174	17474	NChap1_final_00003174	hap1	X	101282520	101284269	NChap1_final_00003174	R_salicifolius_00019657	
4231	X	3176	17497	NChap1_final_00003176	hap1	X	101323962	101326761	NChap1_final_00003176	R_salicifolius_00019655	
4235	X	3180	17485	NChap1_final_00003180	hap1	X	101618369	101620219	NChap1_final_00003180	R_salicifolius_00019653	
4244	X	3190	17482	NChap1_final_00003190	hap1	X	101936273	101938009	NChap1_final_00003190	R_salicifolius_00019645	
4257	X	3206	17521	NChap1_final_00003206	hap1	X	102560595	102578213	NChap1_final_00003206	R_salicifolius_00019106	
4259	X	3208	17490	NChap1_final_00003208	hap1	X	102677978	102682525	NChap1_final_00003208	R_salicifolius_00019104	
4261	X	3210	17505	NChap1_final_00003210	hap1	X	102804452	102808332	NChap1_final_00003210	R_salicifolius_00019102	
4263	X	3212	17549	NChap1_final_00003212	hap1	X	102921621	102925685	NChap1_final_00003212	R_salicifolius_00019101	
4265	X	3214	17550	NChap1_final_00003214	hap1	X	102932329	102934942	NChap1_final_00003214	R_salicifolius_00019100	
4270	X	3217	17551	NChap1_final_00003217	hap1	X	102982236	102986337	NChap1_final_00003217	R_salicifolius_00019091	NChap2_final_00023105
4272	X	3218	17556	NChap1_final_00003218	hap1	X	102986465	102990175	NChap1_final_00003218	R_salicifolius_00019092	NChap2_final_00023107
4273	X	3219	17558	NChap1_final_00003219	hap1	X	102992878	102996281	NChap1_final_00003219	R_salicifolius_00019093	
4278	X	3225	17554	NChap1_final_00003225	hap1	X	103058618	103061565	NChap1_final_00003225	R_salicifolius_00019094	
4284	X	3233	17498	NChap1_final_00003233	hap1	X	103253366	103255064	NChap1_final_00003233	R_salicifolius_00019090	
4287	X	3236	17528	NChap1_final_00003236	hap1	X	103399438	103401307	NChap1_final_00003236	R_salicifolius_00019085	
4296	X	3244	17531	NChap1_final_00003244	hap1	X	103467639	103468610	NChap1_final_00003244	R_salicifolius_00019088	
4298	X	3245	17509	NChap1_final_00003245	hap1	X	103481111	103481911	NChap1_final_00003245	R_salicifolius_00019089	
4300	X	3247	17524	NChap1_final_00003247	hap1	X	103694783	103697829	NChap1_final_00003247	R_salicifolius_00019082	
4319	X	3267	17526	NChap1_final_00003267	hap1	X	104099534	104106089	NChap1_final_00003267	R_salicifolius_00019077	
4333	X	3280	11820	NChap1_final_00003280	hap1	X	104436450	104439439	NChap1_final_00003280	R_salicifolius_00019068	NChap2_final_00020619
4336	X	3282	11828	NChap1_final_00003282	hap1	X	104460255	104462599	NChap1_final_00003282	R_salicifolius_00019066	NChap2_final_00023233
4339	X	3284	11834	NChap1_final_00003284	hap1	X	104468390	104471681	NChap1_final_00003284	R_salicifolius_00019064	NChap2_final_00023232
4340	X	3285	11325	NChap1_final_00003285	hap1	X	104480112	104502925	NChap1_final_00003285	R_salicifolius_00019063	NChap2_final_00023231
4341	X	3286	11330	NChap1_final_00003286	hap1	X	104503396	104506752	NChap1_final_00003286	R_salicifolius_00019040	NChap2_final_00023230
4343	X	3288	17540	NChap1_final_00003288	hap1	X	104533689	104535114	NChap1_final_00003288	R_salicifolius_00019041	
4349	X	3293	17597	NChap1_final_00003293	hap1	X	104682210	104685354	NChap1_final_00003293	R_salicifolius_00019049	
4375	X	3312	11640	NChap1_final_00003312	hap1	X	104909519	104912730	NChap1_final_00003312	R_salicifolius_00019058	NChap2_final_00020623
4380	X	3315	11657	NChap1_final_00003315	hap1	X	104916835	104917949	NChap1_final_00003315	R_salicifolius_00019060	NChap2_final_00020626
4381	X	3316	11647	NChap1_final_00003316	hap1	X	104949960	104951033	NChap1_final_00003316	R_salicifolius_00019061	NChap2_final_00020627
4382	X	3317	17574	NChap1_final_00003317	hap1	X	104963556	104967314	NChap1_final_00003317	R_salicifolius_00019062	
4387	X	3322	17626	NChap1_final_00003322	hap1	X	105027522	105032198	NChap1_final_00003322	R_salicifolius_00019035	
4393	X	3326	11754	NChap1_final_00003326	hap1	X	105178108	105182149	NChap1_final_00003326	R_salicifolius_00019031	NChap2_final_00020615
4405	X	3340	13252	NChap1_final_00003340	hap1	X	105610021	105612010	NChap1_final_00003340	R_salicifolius_00019027	NChap2_final_00020630
4412	X	3343	13262	NChap1_final_00003343	hap1	X	105639705	105641604	NChap1_final_00003343	R_salicifolius_00019020	NChap2_final_00023243
4416	X	3348	13293	NChap1_final_00003348	hap1	X	105672122	105674829	NChap1_final_00003348	R_salicifolius_00018995	NChap2_final_00023247
4418	X	3349	13279	NChap1_final_00003349	hap1	X	105686896	105689488	NChap1_final_00003349	R_salicifolius_00018993	NChap2_final_00023248
4419	X	3350	12170	NChap1_final_00003350	hap1	X	105689023	105693107	NChap1_final_00003350	R_salicifolius_00018992	NChap2_final_00023249
4427	X	3352	17624	NChap1_final_00003352	hap1	X	105717107	105717847	NChap1_final_00003352	R_salicifolius_00018985	
4433	X	3353	17625	NChap1_final_00003353	hap1	X	105735255	105740063	NChap1_final_00003353	R_salicifolius_00018979	
4437	X	3356	17541	NChap1_final_00003356	hap1	X	105804504	105806874	NChap1_final_00003356	R_salicifolius_00018977	
4441	X	3360	11360	NChap1_final_00003360	hap1	X	105856053	105857532	NChap1_final_00003360	R_salicifolius_00018974	NChap2_final_00022494
4443	X	3362	17606	NChap1_final_00003362	hap1	X	105892804	105893782	NChap1_final_00003362	R_salicifolius_00018973	
4448	X	3364	11953	NChap1_final_00003364	hap1	X	105896062	105898689	NChap1_final_00003364	R_salicifolius_00018970	NChap2_final_00022496
4461	X	3371	12076	NChap1_final_00003371	hap1	X	105992565	105994738	NChap1_final_00003371	R_salicifolius_00018999	NChap2_final_00022505
4462	X	3372	17617	NChap1_final_00003372	hap1	X	105996460	106002965	NChap1_final_00003372	R_salicifolius_00019000	
4484	X	3393	17561	NChap1_final_00003393	hap1	X	106499110	106499561	NChap1_final_00003393	R_salicifolius_00019909	
4485	X	3394	17562	NChap1_final_00003394	hap1	X	106526557	106529666	NChap1_final_00003394	R_salicifolius_00019908	
