query_id subject_id per_identity e-value bit_score
NChap1_final_00011245 NChap2_final_00015972-RA 100.000 2.21e-142 505
NChap1_final_00011291 NChap2_final_00015921-RA 100.000 0.0 747
NChap1_final_00011291 NChap2_final_00015922-RA 100.000 8.51e-53 207
NChap1_final_00011395 NChap2_final_00015825-RA 100.000 1.08e-14 80.5
NChap1_final_00011415 NChap2_final_00015810-RA 100.000 5.38e-140 497
NChap1_final_00011415 NChap2_final_00015810-RA 100.000 1.22e-101 370
NChap1_final_00011415 NChap2_final_00015810-RA 99.291 3.57e-67 255
NChap1_final_00011415 NChap2_final_00015810-RA 100.000 1.05e-27 124
NChap1_final_00011415 NChap2_final_00005224-RA 83.789 2.56e-123 442
NChap1_final_00011415 NChap2_final_00005224-RA 87.050 1.04e-37 158
NChap1_final_00011468 NChap2_final_00015750-RA 99.107 0.0 1007
NChap1_final_00011468 NChap2_final_00010134-RA 82.075 1.17e-70 267
NChap1_final_00011470 NChap2_final_00015749-RA 100.000 0.0 1653
NChap1_final_00011527 NChap2_final_00015699-RA 99.497 4.78e-100 363
NChap1_final_00011588 NChap2_final_00015647-RA 99.309 0.0 1832
NChap1_final_00011588 NChap2_final_00013756-RA 89.356 8.41e-125 448
NChap1_final_00011620 NChap2_final_00015614-RA 97.481 0.0 1810
NChap1_final_00011621 NChap2_final_00015614-RA 99.559 0.0 1653
NChap1_final_00011622 NChap2_final_00015614-RA 98.191 0.0 1639
NChap1_final_00011669 NChap2_final_00000015-RA 99.888 0.0 3286
NChap1_final_00011669 NChap2_final_00000016-RA 100.000 1.63e-58 228
NChap1_final_00011679 NChap2_final_00000021-RA 99.538 0.0 1181
NChap1_final_00011679 NChap2_final_00000021-RA 100.000 1.70e-80 300
NChap1_final_00011707 NChap2_final_00000040-RA 99.715 0.0 1282
NChap1_final_00011707 NChap2_final_00000040-RA 91.736 0.0 673
NChap1_final_00011707 NChap2_final_00000040-RA 100.000 2.96e-133 475
NChap1_final_00011720 NChap2_final_00000051-RA 98.455 0.0 1254
NChap1_final_00011720 NChap2_final_00000051-RA 97.143 5.54e-26 119
NChap1_final_00011959 NChap2_final_00000226-RA 99.794 0.0 1779
NChap1_final_00011959 NChap2_final_00000226-RA 100.000 9.90e-59 228
NChap1_final_00011959 NChap2_final_00007287-RA 82.133 0.0 891
NChap1_final_00011959 NChap2_final_00000225-RA 91.304 0.0 647
NChap1_final_00011959 NChap2_final_00000225-RA 89.529 3.53e-63 243
NChap1_final_00011959 NChap2_final_00000225-RA 96.104 3.71e-28 126
NChap1_final_00011959 NChap2_final_00021372-RA 75.932 9.03e-124 444
NChap1_final_00012286 NChap2_final_00000482-RA 99.843 0.0 2335
NChap1_final_00012286 NChap2_final_00000482-RA 92.895 0.0 1635
NChap1_final_00012286 NChap2_final_00000482-RA 91.409 0.0 798
NChap1_final_00012286 NChap2_final_00000482-RA 82.770 0.0 771
NChap1_final_00012286 NChap2_final_00000482-RA 92.000 6.16e-32 139
NChap1_final_00012454 NChap2_final_00000616-RA 100.000 1.76e-47 191
NChap1_final_00012454 NChap2_final_00000616-RA 100.000 5.06e-23 110
NChap1_final_00012454 NChap2_final_00003465-RA 78.509 1.79e-32 141
NChap1_final_00012475 NChap2_final_00000635-RA 100.000 0.0 2004
NChap1_final_00012475 NChap2_final_00000635-RA 82.080 0.0 819
NChap1_final_00012475 NChap2_final_00022633-RA 91.329 1.67e-61 237
NChap1_final_00012477 NChap2_final_00000636-RA 100.000 0.0 3005
NChap1_final_00012481 NChap2_final_00000639-RA 99.106 0.0 2603
NChap1_final_00012481 NChap2_final_00000639-RA 91.538 1.62e-91 339
NChap1_final_00012600 NChap2_final_00000748-RA 100.000 1.34e-115 416
NChap1_final_00012623 NChap2_final_00000762-RA 99.828 0.0 1070
NChap1_final_00012806 NChap2_final_00000910-RA 100.000 1.35e-127 455
NChap1_final_00012866 NChap2_final_00000943-RA 100.000 0.0 741
NChap1_final_00012910 NChap2_final_00000981-RA 99.569 0.0 2111
NChap1_final_00013041 NChap2_final_00001085-RA 99.620 0.0 961
NChap1_final_00013041 NChap2_final_00001085-RA 99.296 0.0 771
NChap1_final_00013041 NChap2_final_00001085-RA 100.000 7.59e-91 335
NChap1_final_00013041 NChap2_final_00001111-RA 77.632 3.63e-69 263
NChap1_final_00013041 NChap2_final_00028945-RA 86.316 1.73e-52 207
NChap1_final_00013049 NChap2_final_00001088-RA 99.706 4.28e-178 623
NChap1_final_00013049 NChap2_final_00001088-RA 100.000 3.21e-20 99.0
NChap1_final_00013190 NChap2_final_00001207-RA 100.000 1.08e-138 492
NChap1_final_00013422 NChap2_final_00001378-RA 98.383 0.0 756
NChap1_final_00013489 NChap2_final_00001429-RA 99.608 0.0 2326
NChap1_final_00013795 NChap2_final_00020217-RA 98.148 1.93e-18 95.3
NChap1_final_00013795 NChap2_final_00020217-RA 94.643 3.22e-16 87.9
NChap1_final_00013795 NChap2_final_00005738-RA 97.436 4.20e-10 67.6
NChap1_final_00013858 NChap2_final_00001732-RA 99.855 0.0 1269
NChap1_final_00013908 NChap2_final_00001850-RA 99.851 0.0 1230
NChap1_final_00014105 NChap2_final_00001946-RA 99.941 0.0 3142
NChap1_final_00014169 NChap2_final_00002004-RA 100.000 2.16e-71 268
NChap1_final_00014169 NChap2_final_00002004-RA 100.000 4.78e-53 207
NChap1_final_00014754 NChap2_final_00002488-RA 100.000 0.0 1426
NChap1_final_00014754 NChap2_final_00002488-RA 100.000 1.68e-58 228
NChap1_final_00014754 NChap2_final_00002488-RA 100.000 2.20e-47 191
NChap1_final_00014754 NChap2_final_00002488-RA 100.000 2.89e-36 154
NChap1_final_00014990 NChap2_final_00002723-RA 100.000 0.0 2364
NChap1_final_00014990 NChap2_final_00002723-RA 99.310 6.05e-148 525
NChap1_final_00014990 NChap2_final_00027146-RA 79.090 0.0 702
NChap1_final_00015038 NChap2_final_00002745-RA 99.197 0.0 1347
NChap1_final_00015038 NChap2_final_00002745-RA 92.453 1.77e-12 75.0
NChap1_final_00015038 NChap2_final_00002745-RA 92.453 1.77e-12 75.0
NChap1_final_00015038 NChap2_final_00029030-RA 95.575 3.37e-99 363
NChap1_final_00015038 NChap2_final_00028303-RA 92.478 1.59e-87 324
NChap1_final_00015038 NChap2_final_00011057-RA 90.265 3.47e-79 296
NChap1_final_00015432 NChap2_final_00003066-RA 99.627 0.0 1469
NChap1_final_00015432 NChap2_final_00003066-RA 100.000 5.39e-61 235
NChap1_final_00015436 NChap2_final_00003069-RA 99.760 0.0 761
NChap1_final_00015436 NChap2_final_00003069-RA 99.333 8.37e-72 270
NChap1_final_00015588 NChap2_final_00003181-RA 100.000 0.0 856
NChap1_final_00015588 NChap2_final_00003181-RA 100.000 5.44e-34 145
NChap1_final_00016010 NChap2_final_00003548-RA 100.000 1.23e-32 141
NChap1_final_00016015 NChap2_final_00003551-RA 100.000 0.0 745
NChap1_final_00016015 NChap2_final_00003551-RA 97.253 3.07e-173 608
NChap1_final_00016015 NChap2_final_00003551-RA 100.000 2.64e-99 363
NChap1_final_00016060 NChap2_final_00027351-RA 91.946 6.96e-179 627
NChap1_final_00016100 NChap2_final_00003606-RA 99.689 0.0 2355
NChap1_final_00016162 NChap2_final_00003655-RA 99.459 8.76e-92 337
NChap1_final_00016162 NChap2_final_00003655-RA 99.187 2.56e-57 222
NChap1_final_00016162 NChap2_final_00003655-RA 100.000 4.56e-10 65.8
NChap1_final_00016408 NChap2_final_00005421-RA 94.678 5.79e-153 540
NChap1_final_00016612 NChap2_final_00005272-RA 98.884 0.0 800
NChap1_final_00016674 NChap2_final_00005231-RA 99.227 0.0 701
NChap1_final_00016787 NChap2_final_00005138-RA 99.422 0.0 2196
NChap1_final_00016802 NChap2_final_00005126-RA 99.157 0.0 641
NChap1_final_00016802 NChap2_final_00005126-RA 98.361 1.82e-22 106
NChap1_final_00016874 NChap2_final_00005067-RA 99.593 0.0 4927
NChap1_final_00017074 NChap2_final_00004878-RA 99.511 0.0 1118
NChap1_final_00017097 NChap2_final_00004861-RA 99.820 0.0 2039
NChap1_final_00017205 NChap2_final_00004780-RA 93.239 1.81e-141 501
NChap1_final_00017277 NChap2_final_00004711-RA 95.570 0.0 1258
NChap1_final_00017330 NChap2_final_00004676-RA 99.532 0.0 1557
NChap1_final_00017400 NChap2_final_00025075-RA 78.519 3.67e-17 89.8
NChap1_final_00017400 NChap2_final_00027139-RA 83.544 1.03e-12 75.0
NChap1_final_00017422 NChap2_final_00004602-RA 97.388 0.0 2278
NChap1_final_00017758 NChap2_final_00004348-RA 100.000 0.0 1046
NChap1_final_00017894 NChap2_final_00004237-RA 99.515 1.30e-103 375
NChap1_final_00017894 NChap2_final_00004237-RA 90.769 1.83e-42 172
NChap1_final_00017894 NChap2_final_00004237-RA 96.078 3.06e-40 165
NChap1_final_00017894 NChap2_final_00004237-RA 100.000 8.80e-16 84.2
NChap1_final_00017908 NChap2_final_00004223-RA 99.510 0.0 1485
NChap1_final_00017925 NChap2_final_00004207-RA 99.864 0.0 1352
NChap1_final_00018017 NChap2_final_00004133-RA 100.000 0.0 1674
NChap1_final_00018194 NChap2_final_00003987-RA 99.750 0.0 2198
NChap1_final_00018252 NChap2_final_00003946-RA 99.421 0.0 1253
NChap1_final_00018583 NChap2_final_00005601-RA 99.851 0.0 1236
NChap1_final_00018625 NChap2_final_00005626-RA 100.000 2.08e-161 568
NChap1_final_00018625 NChap2_final_00005626-RA 100.000 9.05e-26 117
NChap1_final_00018752 NChap2_final_00000344-RA 95.181 2.07e-30 132
NChap1_final_00019062 NChap2_final_00008969-RA 85.965 6.35e-09 62.1
NChap1_final_00019522 NChap2_final_00006364-RA 98.883 0.0 953
NChap1_final_00019566 NChap2_final_00006402-RA 100.000 4.46e-76 285
NChap1_final_00019566 NChap2_final_00006402-RA 100.000 1.69e-40 167
NChap1_final_00019566 NChap2_final_00006401-RA 100.000 4.56e-61 235
NChap1_final_00020073 NChap2_final_00006902-RA 100.000 0.0 1122
NChap1_final_00020076 NChap2_final_00006905-RA 99.930 0.0 2647
NChap1_final_00020081 NChap2_final_00006909-RA 100.000 0.0 1600
NChap1_final_00020081 NChap2_final_00006909-RA 88.785 4.86e-27 122
NChap1_final_00020190 NChap2_final_00007001-RA 99.924 0.0 4830
NChap1_final_00020190 NChap2_final_00001980-RA 77.072 4.14e-51 204
NChap1_final_00020210 NChap2_final_00007018-RA 99.508 0.0 1110
NChap1_final_00020213 NChap2_final_00007020-RA 99.822 0.0 3101
NChap1_final_00020213 NChap2_final_00007020-RA 99.478 0.0 1742
NChap1_final_00020214 NChap2_final_00007020-RA 99.914 0.0 4307
NChap1_final_00020214 NChap2_final_00007020-RA 100.000 0.0 972
NChap1_final_00020214 NChap2_final_00007020-RA 99.623 5.66e-135 483
NChap1_final_00020214 NChap2_final_00007021-RA 100.000 1.66e-95 351
NChap1_final_00020214 NChap2_final_00001439-RA 95.699 2.20e-79 298
NChap1_final_00020214 NChap2_final_00001439-RA 96.667 6.65e-20 100
NChap1_final_00020214 NChap2_final_00027326-RA 72.394 3.98e-22 108
NChap1_final_00020266 NChap2_final_00007066-RA 96.528 0.0 1701
NChap1_final_00020282 NChap2_final_00007078-RA 100.000 0.0 1013
NChap1_final_00020522 NChap2_final_00007248-RA 99.227 0.0 1633
NChap1_final_00020532 NChap2_final_00007257-RA 95.731 0.0 1223
NChap1_final_00020602 NChap2_final_00007318-RA 99.733 0.0 2743
NChap1_final_00020602 NChap2_final_00011004-RA 77.170 0.0 819
NChap1_final_00020632 NChap2_final_00007302-RA 99.573 0.0 1280
NChap1_final_00020654 NChap2_final_00007285-RA 99.545 0.0 1203
NChap1_final_00020661 NChap2_final_00007276-RA 91.066 0.0 1386
NChap1_final_00020750 NChap2_final_00007439-RA 100.000 1.34e-109 396
NChap1_final_00020750 NChap2_final_00007439-RA 100.000 1.49e-34 147
NChap1_final_00020750 NChap2_final_00007475-RA 90.698 2.46e-42 172
NChap1_final_00020886 NChap2_final_00025656-RA 92.143 4.07e-49 195
NChap1_final_00020926 NChap2_final_00007596-RA 99.783 0.0 1692
NChap1_final_00020926 NChap2_final_00007597-RA 100.000 2.38e-31 137
NChap1_final_00020983 NChap2_final_00007636-RA 99.804 0.0 4684
NChap1_final_00021157 NChap2_final_00007784-RA 99.713 0.0 1912
NChap1_final_00021215 NChap2_final_00007834-RA 95.575 0.0 1587
NChap1_final_00021266 NChap2_final_00007873-RA 100.000 0.0 1099
NChap1_final_00021266 NChap2_final_00007873-RA 100.000 0.0 728
NChap1_final_00021266 NChap2_final_00025140-RA 100.000 1.55e-41 171
NChap1_final_00021283 NChap2_final_00007889-RA 99.220 0.0 1155
NChap1_final_00021457 NChap2_final_00008024-RA 98.193 0.0 1932
NChap1_final_00021457 NChap2_final_00008024-RA 98.510 0.0 948
NChap1_final_00021457 NChap2_final_00016453-RA 96.386 2.61e-31 137
NChap1_final_00021457 NChap2_final_00001875-RA 96.386 2.61e-31 137
NChap1_final_00021457 NChap2_final_00027533-RA 96.386 2.61e-31 137
NChap1_final_00021502 NChap2_final_00008072-RA 99.227 0.0 1635
NChap1_final_00021502 NChap2_final_00008072-RA 98.798 0.0 889
NChap1_final_00021502 NChap2_final_00008072-RA 99.017 0.0 728
NChap1_final_00021502 NChap2_final_00008072-RA 98.485 4.88e-60 233
NChap1_final_00021502 NChap2_final_00008072-RA 93.220 5.20e-15 84.2
NChap1_final_00021586 NChap2_final_00000306-RA 93.049 0.0 1195
NChap1_final_00021586 NChap2_final_00025209-RA 91.829 0.0 1140
NChap1_final_00021586 NChap2_final_00024625-RA 91.707 0.0 1134
NChap1_final_00021586 NChap2_final_00014598-RA 88.424 0.0 972
NChap1_final_00021586 NChap2_final_00021758-RA 79.951 4.62e-168 592
NChap1_final_00021586 NChap2_final_00003379-RA 81.142 1.66e-167 590
NChap1_final_00021586 NChap2_final_00003359-RA 80.585 7.79e-161 568
NChap1_final_00021586 NChap2_final_00019728-RA 82.576 1.11e-94 348
NChap1_final_00021586 NChap2_final_00026414-RA 83.558 1.43e-93 344
NChap1_final_00021586 NChap2_final_00022595-RA 81.818 1.11e-89 331
NChap1_final_00021586 NChap2_final_00020430-RA 81.818 1.11e-89 331
NChap1_final_00021586 NChap2_final_00022840-RA 82.105 6.70e-87 322
NChap1_final_00021586 NChap2_final_00014008-RA 81.915 8.67e-86 318
NChap1_final_00021586 NChap2_final_00023234-RA 82.730 8.67e-86 318
NChap1_final_00021586 NChap2_final_00021403-RA 81.061 1.12e-84 315
NChap1_final_00021586 NChap2_final_00016074-RA 82.865 4.03e-84 313
NChap1_final_00021586 NChap2_final_00007040-RA 81.818 4.03e-84 313
NChap1_final_00021586 NChap2_final_00019306-RA 80.051 3.16e-75 283
NChap1_final_00021586 NChap2_final_00013682-RA 79.361 6.84e-72 272
NChap1_final_00021586 NChap2_final_00019083-RA 78.190 2.46e-71 270
NChap1_final_00021586 NChap2_final_00011111-RA 80.282 3.18e-70 267
NChap1_final_00021586 NChap2_final_00009587-RA 79.733 1.15e-69 265
NChap1_final_00021586 NChap2_final_00018714-RA 84.000 1.97e-47 191
NChap1_final_00021586 NChap2_final_00025770-RA 100.000 1.61e-08 62.1
NChap1_final_00021604 NChap2_final_00008197-RA 99.487 0.0 710
NChap1_final_00021604 NChap2_final_00008197-RA 99.668 5.42e-156 551
NChap1_final_00021604 NChap2_final_00008197-RA 99.512 1.26e-102 374
NChap1_final_00021628 NChap2_final_00008217-RA 100.000 0.0 931
NChap1_final_00021779 NChap2_final_00015482-RA 99.669 0.0 1107
NChap1_final_00021824 NChap2_final_00015441-RA 98.074 0.0 990
NChap1_final_00021957 NChap2_final_00015336-RA 99.748 0.0 1458
NChap1_final_00022091 NChap2_final_00015235-RA 100.000 0.0 1964
NChap1_final_00022091 NChap2_final_00015235-RA 100.000 7.19e-111 401
NChap1_final_00022112 NChap2_final_00015222-RA 99.781 0.0 2508
NChap1_final_00022112 NChap2_final_00027801-RA 81.765 0.0 689
NChap1_final_00022113 NChap2_final_00015222-RA 99.708 0.0 1253
NChap1_final_00022113 NChap2_final_00015222-RA 99.603 9.30e-129 460
NChap1_final_00022113 NChap2_final_00015222-RA 100.000 4.61e-82 305
NChap1_final_00022113 NChap2_final_00015800-RA 89.024 6.22e-51 202
NChap1_final_00022150 NChap2_final_00015177-RA 99.389 0.0 1485
NChap1_final_00022150 NChap2_final_00015177-RA 100.000 1.02e-38 161
NChap1_final_00022177 NChap2_final_00015158-RA 98.921 0.0 3960
NChap1_final_00022203 NChap2_final_00015145-RA 95.098 5.46e-39 161
NChap1_final_00022336 NChap2_final_00015049-RA 100.000 0.0 1519
NChap1_final_00022362 NChap2_final_00015024-RA 100.000 0.0 658
NChap1_final_00022362 NChap2_final_00015024-RA 99.156 1.50e-118 427
NChap1_final_00022362 NChap2_final_00015024-RA 100.000 3.37e-90 333
NChap1_final_00022362 NChap2_final_00015024-RA 88.710 1.60e-73 278
NChap1_final_00022362 NChap2_final_00027070-RA 73.770 5.88e-58 226
NChap1_final_00022362 NChap2_final_00019598-RA 96.341 1.02e-30 135
NChap1_final_00022385 NChap2_final_00007195-RA 82.143 3.95e-18 93.5
NChap1_final_00022385 NChap2_final_00018294-RA 100.000 4.01e-08 60.2
NChap1_final_00022394 NChap2_final_00015002-RA 99.838 0.0 1138
NChap1_final_00022428 NChap2_final_00014978-RA 100.000 0.0 1631
NChap1_final_00022428 NChap2_final_00003110-RA 89.523 0.0 1088
NChap1_final_00022428 NChap2_final_00003110-RA 87.442 2.15e-139 496
NChap1_final_00022524 NChap2_final_00014899-RA 100.000 0.0 732
NChap1_final_00022672 NChap2_final_00014770-RA 99.137 0.0 1871
NChap1_final_00022695 NChap2_final_00014753-RA 99.419 0.0 1251
NChap1_final_00022695 NChap2_final_00014753-RA 100.000 1.29e-06 54.7
NChap1_final_00022773 NChap2_final_00014682-RA 99.034 8.72e-102 372
NChap1_final_00022773 NChap2_final_00014682-RA 99.034 8.72e-102 372
NChap1_final_00022773 NChap2_final_00014682-RA 99.034 8.72e-102 372
NChap1_final_00022773 NChap2_final_00014682-RA 99.034 8.72e-102 372
NChap1_final_00022773 NChap2_final_00014682-RA 99.034 8.72e-102 372
NChap1_final_00022773 NChap2_final_00014682-RA 99.034 8.72e-102 372
NChap1_final_00022773 NChap2_final_00014682-RA 98.068 1.89e-98 361
NChap1_final_00022773 NChap2_final_00014682-RA 98.068 1.89e-98 361
NChap1_final_00022773 NChap2_final_00014682-RA 98.068 1.89e-98 361
NChap1_final_00022773 NChap2_final_00014682-RA 100.000 3.49e-26 121
NChap1_final_00022773 NChap2_final_00014682-RA 100.000 3.49e-26 121
NChap1_final_00022773 NChap2_final_00014682-RA 100.000 3.49e-26 121
NChap1_final_00022909 NChap2_final_00014581-RA 99.831 0.0 1083
NChap1_final_00022909 NChap2_final_00014581-RA 96.364 3.08e-17 89.8
NChap1_final_00022922 NChap2_final_00014569-RA 98.454 2.72e-93 342
NChap1_final_00022922 NChap2_final_00014569-RA 100.000 8.12e-44 178
NChap1_final_00022994 NChap2_final_00014498-RA 99.434 0.0 2242
NChap1_final_00022997 NChap2_final_00014496-RA 97.163 9.71e-62 235
NChap1_final_00023017 NChap2_final_00014481-RA 99.825 0.0 1053
NChap1_final_00023051 NChap2_final_00014457-RA 99.074 1.93e-107 388
NChap1_final_00023051 NChap2_final_00014457-RA 99.048 2.10e-47 189
NChap1_final_00023176 NChap2_final_00014356-RA 99.810 0.0 966
NChap1_final_00023176 NChap2_final_00014356-RA 99.398 4.71e-81 302
NChap1_final_00023176 NChap2_final_00016190-RA 92.655 3.72e-67 255
NChap1_final_00023176 NChap2_final_00004288-RA 91.489 8.22e-49 195
NChap1_final_00023213 NChap2_final_00014324-RA 98.039 0.0 1319
NChap1_final_00023213 NChap2_final_00014324-RA 100.000 2.16e-60 233
NChap1_final_00023256 NChap2_final_00014288-RA 100.000 1.88e-30 134
NChap1_final_00023261 NChap2_final_00014284-RA 99.642 1.27e-143 510
NChap1_final_00023301 NChap2_final_00014256-RA 99.889 0.0 1655
NChap1_final_00023343 NChap2_final_00014223-RA 99.911 0.0 2061
NChap1_final_00023432 NChap2_final_00014156-RA 98.906 0.0 817
NChap1_final_00023467 NChap2_final_00014136-RA 100.000 0.0 739
NChap1_final_00023546 NChap2_final_00014075-RA 97.600 0.0 2119
NChap1_final_00023546 NChap2_final_00020490-RA 84.925 6.30e-111 401
NChap1_final_00023546 NChap2_final_00011247-RA 74.833 8.38e-90 331
NChap1_final_00023603 NChap2_final_00014022-RA 99.815 0.0 994
NChap1_final_00023603 NChap2_final_00014022-RA 100.000 0.0 747
NChap1_final_00023695 NChap2_final_00013955-RA 87.313 2.76e-76 287
NChap1_final_00023695 NChap2_final_00013955-RA 98.413 7.90e-57 222
NChap1_final_00023695 NChap2_final_00013955-RA 99.083 4.79e-49 196
NChap1_final_00023695 NChap2_final_00013955-RA 98.958 8.06e-42 172
NChap1_final_00023695 NChap2_final_00013955-RA 100.000 8.30e-22 106
NChap1_final_00023695 NChap2_final_00013955-RA 100.000 5.03e-14 80.5
NChap1_final_00023695 NChap2_final_00016093-RA 100.000 3.05e-06 54.7
NChap1_final_00023747 NChap2_final_00013918-RA 99.934 0.0 2813
NChap1_final_00023747 NChap2_final_00019517-RA 100.000 1.90e-23 111
NChap1_final_00023747 NChap2_final_00019517-RA 100.000 5.32e-19 97.1
NChap1_final_00023916 NChap2_final_00013776-RA 99.630 0.0 989
NChap1_final_00023916 NChap2_final_00013775-RA 100.000 3.95e-101 368
NChap1_final_00023916 NChap2_final_00013775-RA 98.077 9.58e-18 91.6
NChap1_final_00023916 NChap2_final_00013775-RA 100.000 2.68e-13 76.8
NChap1_final_00024095 NChap2_final_00013629-RA 99.734 0.0 1380
NChap1_final_00024095 NChap2_final_00013629-RA 98.884 0.0 800
NChap1_final_00024215 NChap2_final_00013517-RA 94.944 0.0 1094
NChap1_final_00024243 NChap2_final_00013492-RA 99.732 0.0 1367
NChap1_final_00024243 NChap2_final_00013492-RA 100.000 2.54e-31 137
NChap1_final_00024243 NChap2_final_00013492-RA 98.039 7.21e-17 89.8
NChap1_final_00024299 NChap2_final_00013460-RA 99.142 0.0 839
NChap1_final_00024379 NChap2_final_00013387-RA 100.000 0.0 870
NChap1_final_00024437 NChap2_final_00013337-RA 97.863 0.0 1203
NChap1_final_00024537 NChap2_final_00013257-RA 99.448 0.0 2305
NChap1_final_00024721 NChap2_final_00013116-RA 100.000 6.09e-165 580
NChap1_final_00024721 NChap2_final_00013116-RA 100.000 6.82e-85 315
NChap1_final_00024721 NChap2_final_00013116-RA 100.000 1.27e-07 58.4
NChap1_final_00024882 NChap2_final_00012982-RA 100.000 3.99e-86 316
NChap1_final_00025550 NChap2_final_00012448-RA 100.000 0.0 1075
NChap1_final_00025550 NChap2_final_00012448-RA 100.000 7.47e-59 228
NChap1_final_00025550 NChap2_final_00004975-RA 99.091 5.85e-50 198
NChap1_final_00025625 NChap2_final_00012383-RA 99.810 0.0 968
NChap1_final_00025625 NChap2_final_00012384-RA 91.943 0.0 843
NChap1_final_00025625 NChap2_final_00012384-RA 98.084 7.99e-127 455
NChap1_final_00025733 NChap2_final_00023494-RA 76.960 1.09e-59 231
NChap1_final_00025744 NChap2_final_00012290-RA 96.405 0.0 1493
NChap1_final_00025744 NChap2_final_00012291-RA 97.630 7.83e-99 361
NChap1_final_00025745 NChap2_final_00012290-RA 100.000 0.0 1408
NChap1_final_00025771 NChap2_final_00012279-RA 99.014 0.0 905
NChap1_final_00025771 NChap2_final_00012278-RA 100.000 3.12e-129 462
NChap1_final_00025840 NChap2_final_00012229-RA 99.235 0.0 944
NChap1_final_00025840 NChap2_final_00012229-RA 98.866 0.0 784
NChap1_final_00025840 NChap2_final_00012229-RA 100.000 1.14e-158 560
NChap1_final_00025862 NChap2_final_00012211-RA 99.885 0.0 3212
NChap1_final_00025876 NChap2_final_00012202-RA 99.929 0.0 5158
NChap1_final_00025884 NChap2_final_00012192-RA 99.177 0.0 876
NChap1_final_00026014 NChap2_final_00012087-RA 99.911 0.0 2065
NChap1_final_00026014 NChap2_final_00012087-RA 100.000 9.21e-45 182
NChap1_final_00026174 NChap2_final_00011945-RA 99.825 0.0 2106
NChap1_final_00026354 NChap2_final_00011797-RA 96.883 0.0 636
NChap1_final_00026354 NChap2_final_00011797-RA 95.652 8.54e-24 111
NChap1_final_00026416 NChap2_final_00011752-RA 99.473 0.0 2069
NChap1_final_00026459 NChap2_final_00011714-RA 99.656 0.0 1062
NChap1_final_00026459 NChap2_final_00011714-RA 99.510 3.74e-102 372
NChap1_final_00026465 NChap2_final_00011710-RA 98.429 6.35e-90 333
NChap1_final_00026691 NChap2_final_00011508-RA 99.781 0.0 2512
NChap1_final_00027189 NChap2_final_00016999-RA 76.017 3.30e-132 473
NChap1_final_00027189 NChap2_final_00007711-RA 100.000 1.42e-06 56.5
NChap1_final_00027216 NChap2_final_00011063-RA 100.000 0.0 787
NChap1_final_00027864 NChap2_final_00010599-RA 99.273 0.0 994
NChap1_final_00027864 NChap2_final_00010599-RA 99.301 5.82e-146 518
NChap1_final_00027864 NChap2_final_00010599-RA 100.000 1.69e-116 420
NChap1_final_00027864 NChap2_final_00010599-RA 98.507 6.90e-26 119
NChap1_final_00027905 NChap2_final_00008631-RA 100.000 3.04e-123 442
NChap1_final_00027905 NChap2_final_00008631-RA 98.462 2.71e-24 113
NChap1_final_00027926 NChap2_final_00008609-RA 99.488 0.0 1066
NChap1_final_00027952 NChap2_final_00008590-RA 99.369 0.0 1435
NChap1_final_00027952 NChap2_final_00008590-RA 98.592 4.04e-28 126
NChap1_final_00028116 NChap2_final_00009327-RA 99.075 0.0 1360
NChap1_final_00028116 NChap2_final_00009327-RA 98.565 0.0 1107
NChap1_final_00028165 NChap2_final_00009358-RA 98.491 0.0 1740
NChap1_final_00028365 NChap2_final_00009510-RA 98.480 5.05e-165 580
NChap1_final_00028365 NChap2_final_00009510-RA 99.672 2.37e-158 558
NChap1_final_00028365 NChap2_final_00009510-RA 100.000 6.21e-20 99.0
NChap1_final_00028664 NChap2_final_00009777-RA 99.461 0.0 1349
NChap1_final_00028675 NChap2_final_00012485-RA 94.898 5.78e-36 154
NChap1_final_00028719 NChap2_final_00009816-RA 99.353 0.0 1397
NChap1_final_00028739 NChap2_final_00009831-RA 99.205 0.0 1362
NChap1_final_00028739 NChap2_final_00009831-RA 99.411 0.0 1232
NChap1_final_00028739 NChap2_final_00009831-RA 98.611 1.56e-28 128
NChap1_final_00028739 NChap2_final_00009831-RA 100.000 2.64e-16 87.9
NChap1_final_00028739 NChap2_final_00009831-RA 100.000 1.24e-09 65.8
NChap1_final_00028980 NChap2_final_00010022-RA 100.000 0.0 682
NChap1_final_00029001 NChap2_final_00010035-RA 99.421 0.0 1881
NChap1_final_00029132 NChap2_final_00010148-RA 99.351 7.65e-75 279
NChap1_final_00029132 NChap2_final_00010148-RA 98.864 3.74e-38 158
NChap1_final_00029132 NChap2_final_00010148-RA 88.333 2.91e-34 145
NChap1_final_00029176 NChap2_final_00010195-RA 98.861 0.0 1724
NChap1_final_00029436 NChap2_final_00010393-RA 99.134 0.0 1247
NChap1_final_00029507 NChap2_final_00010445-RA 99.291 0.0 2804
NChap1_final_00029507 NChap2_final_00010445-RA 100.000 1.25e-14 82.4
NChap1_final_00029507 NChap2_final_00014588-RA 85.199 0.0 826
NChap1_final_00029557 NChap2_final_00010486-RA 96.951 3.02e-72 272
NChap1_final_00029557 NChap2_final_00010486-RA 97.500 4.26e-11 69.4
NChap1_final_00029638 NChap2_final_00014143-RA 81.434 0.0 689
NChap1_final_00029638 NChap2_final_00001258-RA 100.000 1.29e-06 56.5
